Edad;IngAnual;TipVivienda;AntLaboral;DestPrestamo;CalifPrestamo;MontoPrest;TasaInteres;Default;PorcPrestamo;DefaultHistorico;MesesHistorial
23;42000;ALQUILER;0;Educacion;A;8500;6.92;0;0.2;N;3
22;42000;ALQUILER;3;Educacion;B;8500;12.53;0;0.2;N;4
26;42000;ALQUILER;0;GastosMedicos;B;8500;11.14;0;0.2;N;4
26;42996;ALQUILER;10;GastosMedicos;B;8500;10.2;0;0.2;N;2
21;43000;ALQUILER;5;Empresa;D;8500;15.58;0;0.2;N;2
26;45000;HIPOTECA;6;Empresa;A;5000;6.99;0;0.11;N;2
22;44000;ALQUILER;4;Empresa;A;8500;5.42;0;0.19;N;4
24;44000;ALQUILER;0;GastosMedicos;A;8500;7.51;0;0.19;N;4
25;39000;ALQUILER;2;Empresa;C;8500;13.23;1;0.22;Y;4
25;45000;HIPOTECA;8;PagoDeudas;A;4000;6.62;0;0.09;N;4
25;47000;ALQUILER;1;Educacion;A;8500;8.9;0;0.18;N;4
26;45000;HIPOTECA;9;Empresa;D;10000;16.89;0;0.22;N;4
25;47000;ALQUILER;8;PagoDeudas;B;8500;10.37;0;0.18;N;4
23;45000;PROPIO;;Educacion;C;15000;14.79;0;0.33;N;4
24;49232;ALQUILER;8;Educacion;A;8500;6.54;0;0.17;N;4
21;45000;HIPOTECA;5;GastosMedicos;B;3000;10.99;0;0.07;N;4
25;44000;ALQUILER;9;GastosMedicos;C;8500;14.27;1;0.19;N;4
21;50000;ALQUILER;5;Empresa;B;8500;10.65;0;0.17;N;2
21;44000;ALQUILER;5;PagoDeudas;B;8500;11.49;1;0.19;N;2
26;45000;HIPOTECA;5;Personal;A;14650;7.49;0;0.33;N;2
25;50000;ALQUILER;7;Educacion;E;8500;15.7;0;0.17;N;4
24;52582;ALQUILER;5;GastosMedicos;B;8500;10.62;0;0.16;N;2
22;46968;ALQUILER;1;Personal;C;8500;;1;0.18;N;4
24;45000;HIPOTECA;8;Personal;A;4000;;0;0.09;N;2
24;45000;PROPIO;4;Empresa;A;11000;7.49;0;0.24;N;2
24;55000;ALQUILER;5;PagoDeudas;B;8500;9.88;0;0.15;N;2
25;55000;ALQUILER;7;GastosMedicos;C;8500;14.22;0;0.15;N;2
24;45000;HIPOTECA;2;Personal;A;7200;7.29;0;0.16;N;4
26;59000;ALQUILER;2;Personal;B;8500;11.83;0;0.14;N;4
21;60996;ALQUILER;2;Empresa;B;8500;;0;0.14;N;2
23;45000;HIPOTECA;7;PagoDeudas;A;7000;5.42;0;0.16;N;3
25;62500;ALQUILER;3;Educacion;A;8500;7.88;0;0.14;N;4
21;45000;HIPOTECA;0;PagoDeudas;A;6250;5.42;0;0.14;N;3
25;63996;ALQUILER;2;Empresa;B;8500;11.89;0;0.13;N;4
22;45000;HIPOTECA;3;Educacion;C;3000;;0;0.07;N;4
23;65000;ALQUILER;6;PagoDeudas;C;8500;13.35;0;0.13;Y;2
23;65000;ALQUILER;3;GastosMedicos;B;8500;12.21;0;0.13;N;2
23;66200;ALQUILER;5;Personal;A;8500;;0;0.13;N;2
25;45000;HIPOTECA;2;GastosMedicos;A;3000;6.92;0;0.07;N;3
22;74000;ALQUILER;6;Empresa;B;8500;11.71;0;0.11;N;4
25;69000;ALQUILER;5;MejorasCasa;A;8500;6.92;1;0.12;N;4
22;21040;ALQUILER;;Educacion;B;8450;11.71;1;0.4;N;4
23;38500;ALQUILER;1;Educacion;B;8450;10.62;0;0.22;N;4
24;45000;HIPOTECA;8;Educacion;A;5000;5.79;0;0.11;N;2
22;100000;ALQUILER;2;Educacion;C;8450;12.99;0;0.08;Y;2
24;45000;HIPOTECA;3;Empresa;C;15000;13.06;0;0.33;N;3
24;45000;HIPOTECA;8;GastosMedicos;A;5000;5.79;0;0.11;N;3
22;25000;ALQUILER;2;Educacion;A;8400;6.62;1;0.34;N;2
22;45000;HIPOTECA;0;GastosMedicos;A;9125;5.79;0;0.2;N;3
23;30000;ALQUILER;0;GastosMedicos;C;8400;14.65;0;0.28;N;3
26;52000;ALQUILER;5;Personal;B;5000;10.59;0;0.1;N;3
23;52000;ALQUILER;1;Personal;A;5000;7.49;0;0.1;N;3
22;52000;ALQUILER;1;Empresa;A;5000;6.99;0;0.1;N;4
23;45000;HIPOTECA;2;Educacion;B;10000;11.11;0;0.22;N;3
24;52728;ALQUILER;4;Personal;A;5000;7.74;0;0.09;N;4
22;53000;ALQUILER;6;Educacion;B;5000;9.91;0;0.09;N;2
22;53000;ALQUILER;0;Educacion;A;5000;7.9;0;0.09;N;4
24;45000;PROPIO;8;MejorasCasa;A;10000;;0;0.22;N;3
25;45000;HIPOTECA;9;MejorasCasa;B;3000;9.99;0;0.07;N;4
25;45000;HIPOTECA;0;PagoDeudas;A;4325;6.91;0;0.1;N;3
23;45000;HIPOTECA;0;PagoDeudas;A;1450;;0;0.03;N;2
25;45000;HIPOTECA;9;PagoDeudas;B;4000;9.25;0;0.09;N;3
25;53000;ALQUILER;3;MejorasCasa;C;5000;12.53;0;0.09;Y;3
26;53500;ALQUILER;1;Personal;B;5000;12.18;0;0.09;N;3
23;53760;ALQUILER;0;Educacion;C;5000;13.43;0;0.09;N;4
26;54000;ALQUILER;10;Educacion;B;5000;10;0;0.09;N;2
25;54000;ALQUILER;5;Personal;B;5000;12.21;0;0.09;N;4
22;45000;HIPOTECA;5;PagoDeudas;C;5000;12.61;0;0.11;Y;2
24;45000;HIPOTECA;5;Personal;A;10000;5.79;0;0.22;N;4
23;54860;ALQUILER;0;Personal;C;5000;14.17;0;0.09;N;4
26;54996;ALQUILER;3;MejorasCasa;B;5000;11.86;0;0.09;N;2
26;45000;HIPOTECA;10;PagoDeudas;A;10000;6.91;0;0.22;N;4
22;54996;ALQUILER;0;Educacion;C;5000;12.54;0;0.09;Y;3
24;54996;ALQUILER;0;MejorasCasa;B;5000;10.39;0;0.09;N;2
22;49000;ALQUILER;1;Educacion;D;5000;15.62;1;0.1;Y;4
25;45000;PROPIO;9;GastosMedicos;A;3000;6.17;0;0.07;N;4
22;55000;ALQUILER;6;Educacion;A;5000;6.91;0;0.09;N;2
26;55000;ALQUILER;3;Empresa;C;5000;13.48;0;0.09;Y;4
25;55000;ALQUILER;3;PagoDeudas;C;5000;;0;0.09;Y;4
22;55000;ALQUILER;3;Educacion;C;5000;;0;0.09;Y;3
24;55000;ALQUILER;4;Empresa;A;5000;8;0;0.09;N;3
21;55272;ALQUILER;5;Empresa;A;5000;5.42;0;0.09;N;3
24;56000;ALQUILER;8;Personal;C;5000;14.27;0;0.09;N;4
26;56000;ALQUILER;7;Personal;A;5000;7.91;0;0.09;N;2
22;45000;PROPIO;6;Educacion;A;4750;6.39;0;0.11;N;2
24;50000;ALQUILER;1;MejorasCasa;D;5000;15.62;1;0.1;N;4
22;45000;PROPIO;7;Educacion;A;6000;6.76;0;0.13;N;2
25;56000;ALQUILER;2;PagoDeudas;B;5000;;0;0.09;N;4
22;45000;HIPOTECA;6;Educacion;A;10000;7.88;0;0.22;N;4
23;56016;ALQUILER;4;Educacion;E;5000;15.13;0;0.09;N;3
21;45000;HIPOTECA;5;Personal;A;4000;7.14;0;0.09;N;3
26;51000;ALQUILER;10;GastosMedicos;B;5000;12.42;1;0.1;N;4
24;51000;ALQUILER;2;PagoDeudas;D;5000;14.74;1;0.1;Y;2
26;51600;ALQUILER;1;MejorasCasa;A;5000;8.94;1;0.1;N;2
24;57692;ALQUILER;2;MejorasCasa;C;5000;13.23;0;0.09;Y;3
24;57996;ALQUILER;1;MejorasCasa;A;5000;8;0;0.09;N;3
24;57996;ALQUILER;4;MejorasCasa;D;5000;13.24;0;0.09;N;4
24;58000;ALQUILER;5;GastosMedicos;A;5000;7.49;0;0.09;N;2
22;58000;ALQUILER;4;Personal;C;5000;13.85;0;0.09;N;2
23;45000;HIPOTECA;1;GastosMedicos;B;7200;11.86;0;0.16;N;2
21;45000;HIPOTECA;3;GastosMedicos;A;4500;7.14;0;0.1;N;2
25;45000;HIPOTECA;4;GastosMedicos;A;5000;7.88;0;0.11;N;3
23;58000;ALQUILER;4;Personal;C;5000;13.16;0;0.09;N;3
24;45000;HIPOTECA;5;Educacion;A;5000;;0;0.11;N;4
24;45000;HIPOTECA;0;Empresa;A;6000;7.88;0;0.13;N;3
21;45000;HIPOTECA;4;Educacion;A;5000;7.14;0;0.11;N;4
25;58296;ALQUILER;9;PagoDeudas;A;5000;6.17;0;0.09;N;4
22;58380;ALQUILER;2;Empresa;C;5000;12.29;0;0.09;N;3
26;45000;HIPOTECA;3;Educacion;C;4000;14.35;0;0.09;Y;2
24;58800;ALQUILER;5;MejorasCasa;A;5000;7.29;0;0.09;N;3
25;58800;ALQUILER;4;Educacion;D;5000;14.84;0;0.09;N;2
22;52880;ALQUILER;6;GastosMedicos;D;5000;14.59;1;0.09;N;4
21;45000;HIPOTECA;5;Educacion;A;18000;7.88;0;0.4;N;4
26;58979;ALQUILER;2;PagoDeudas;A;5000;9.32;0;0.08;N;3
26;53000;ALQUILER;4;PagoDeudas;D;5000;15.95;1;0.09;Y;2
22;59317;ALQUILER;5;Empresa;B;5000;11.48;0;0.08;N;4
21;59800;ALQUILER;5;Personal;B;5000;11.36;0;0.08;N;3
24;45000;HIPOTECA;4;GastosMedicos;A;1500;;0;0.03;N;2
22;45000;HIPOTECA;3;Educacion;B;15000;11.36;0;0.33;N;2
23;45000;HIPOTECA;7;Empresa;A;5000;6.76;0;0.11;N;3
26;45000;HIPOTECA;10;Personal;A;1500;6.76;0;0.03;N;4
23;60000;ALQUILER;7;Educacion;C;5000;13.49;0;0.08;N;2
22;54000;ALQUILER;6;PagoDeudas;D;5000;17.27;1;0.09;Y;2
21;45000;HIPOTECA;5;PagoDeudas;A;8000;7.51;0;0.18;N;4
23;60000;ALQUILER;5;Empresa;D;5000;16.49;0;0.08;Y;2
24;60000;ALQUILER;2;GastosMedicos;C;5000;13.99;0;0.08;Y;2
24;45000;HIPOTECA;8;MejorasCasa;A;4200;7.14;0;0.09;N;2
23;60000;ALQUILER;6;PagoDeudas;A;5000;6.99;0;0.08;N;3
21;60000;ALQUILER;2;GastosMedicos;A;5000;8.49;0;0.08;N;4
26;60000;ALQUILER;10;Empresa;B;5000;10.99;0;0.08;N;2
23;60000;ALQUILER;2;PagoDeudas;A;5000;;0;0.08;N;3
21;45000;HIPOTECA;5;Personal;A;10000;7.51;0;0.22;N;2
23;60000;ALQUILER;2;Empresa;A;5000;6.91;0;0.08;N;4
25;60000;ALQUILER;8;MejorasCasa;D;5000;15.57;0;0.08;N;4
22;45000;HIPOTECA;1;Educacion;B;3300;10.99;0;0.07;N;3
22;54000;ALQUILER;1;PagoDeudas;A;5000;6.54;1;0.09;N;3
26;60000;ALQUILER;0;Personal;A;5000;7.14;0;0.08;N;2
23;60000;ALQUILER;4;Personal;C;5000;13.98;0;0.08;Y;2
24;39000;HIPOTECA;2;MejorasCasa;C;16000;14.22;1;0.41;N;4
23;45000;HIPOTECA;4;Educacion;C;14500;13.48;0;0.32;Y;2
22;60000;ALQUILER;3;Personal;C;5000;14.22;0;0.08;N;4
25;45000;PROPIO;5;Empresa;B;10400;10.25;0;0.23;N;3
22;54000;ALQUILER;4;Educacion;E;5000;16.35;1;0.09;Y;3
23;54000;ALQUILER;7;Educacion;C;5000;12.84;1;0.09;Y;2
22;45000;HIPOTECA;4;Personal;C;5000;13.48;0;0.11;Y;4
24;60996;ALQUILER;8;MejorasCasa;A;5000;;0;0.08;N;2
22;61000;ALQUILER;3;GastosMedicos;B;5000;9.99;0;0.08;N;2
24;45000;HIPOTECA;2;MejorasCasa;B;13000;10.62;0;0.29;N;2
24;45000;HIPOTECA;3;Educacion;B;1275;11.36;0;0.03;N;4
22;61000;ALQUILER;2;Empresa;A;5000;7.66;0;0.08;N;3
25;62000;ALQUILER;0;Educacion;A;5000;7.49;0;0.08;N;3
25;62000;ALQUILER;9;PagoDeudas;A;5000;;0;0.08;N;2
22;62400;ALQUILER;2;Empresa;B;5000;12.69;0;0.08;N;3
25;62400;ALQUILER;5;Empresa;A;5000;7.51;0;0.08;N;2
25;63000;ALQUILER;9;MejorasCasa;B;5000;10.74;0;0.08;N;3
23;63000;ALQUILER;7;Educacion;C;5000;13.23;0;0.08;Y;4
22;63000;ALQUILER;2;PagoDeudas;A;5000;7.74;0;0.08;N;3
23;45000;HIPOTECA;5;Educacion;B;14500;11.48;0;0.32;N;2
24;63000;ALQUILER;2;Educacion;A;5000;9.32;0;0.08;N;4
23;63800;ALQUILER;7;Educacion;B;5000;9.99;0;0.08;N;4
25;64000;ALQUILER;9;Educacion;D;5000;15.33;0;0.08;Y;4
25;45000;HIPOTECA;3;Educacion;B;6000;11.83;0;0.13;N;2
24;64151;ALQUILER;0;Empresa;B;5000;11.86;0;0.08;N;2
21;64424;ALQUILER;3;Personal;A;5000;6.03;0;0.08;N;4
26;45000;HIPOTECA;0;MejorasCasa;C;4000;13.92;0;0.09;N;2
24;64600;ALQUILER;2;PagoDeudas;A;5000;7.9;0;0.08;N;4
25;45000;PROPIO;1;Personal;C;10000;12.87;0;0.22;Y;2
23;45000;HIPOTECA;2;Personal;A;3000;7.05;0;0.07;N;3
26;65000;ALQUILER;0;Personal;A;5000;5.99;0;0.08;N;3
22;65000;ALQUILER;3;Educacion;B;5000;11.49;0;0.08;N;3
25;59000;ALQUILER;0;GastosMedicos;D;5000;15.62;1;0.08;Y;3
22;45000;HIPOTECA;3;Educacion;B;4000;11.83;0;0.09;N;3
25;45000;HIPOTECA;3;PagoDeudas;A;4000;8.59;0;0.09;N;3
22;45000;HIPOTECA;6;Empresa;A;7000;8.94;0;0.16;N;3
23;39000;HIPOTECA;7;Empresa;C;16000;14.26;1;0.41;N;3
25;45000;HIPOTECA;0;GastosMedicos;A;5950;7.74;0;0.13;N;2
23;65000;ALQUILER;2;Empresa;A;5000;5.42;0;0.08;N;2
22;45000;HIPOTECA;1;Educacion;B;14550;11.83;0;0.32;N;4
23;65000;ALQUILER;3;GastosMedicos;C;5000;13.98;0;0.08;Y;2
22;45000;HIPOTECA;1;Educacion;B;8000;12.53;0;0.18;N;3
21;59000;ALQUILER;4;GastosMedicos;C;5000;14.22;1;0.08;N;3
25;45000;HIPOTECA;9;PagoDeudas;A;3200;7.74;0;0.07;N;3
26;45000;HIPOTECA;1;PagoDeudas;A;1500;7.05;0;0.03;N;2
23;45000;HIPOTECA;4;Educacion;B;9925;11.48;0;0.22;N;2
24;65000;ALQUILER;1;MejorasCasa;B;5000;10.25;0;0.08;N;2
23;65000;ALQUILER;3;Educacion;C;5000;13.47;0;0.08;Y;2
22;59004;ALQUILER;3;Educacion;B;5000;11.11;1;0.08;N;3
23;45000;PROPIO;0;Empresa;C;8000;12.84;0;0.18;Y;2
25;45000;HIPOTECA;4;MejorasCasa;C;2700;;0;0.06;Y;4
23;39000;HIPOTECA;0;GastosMedicos;D;8000;14.11;1;0.21;N;3
23;45000;HIPOTECA;1;GastosMedicos;B;10000;12.21;0;0.22;N;2
23;45000;PROPIO;3;GastosMedicos;A;7000;9.63;0;0.16;N;3
22;45000;HIPOTECA;6;Educacion;A;5000;8;0;0.11;N;3
23;66000;ALQUILER;7;Empresa;B;5000;10.39;0;0.08;N;3
26;45000;HIPOTECA;2;Empresa;B;12000;;0;0.27;N;3
24;45000;HIPOTECA;2;Educacion;B;9200;11.89;0;0.2;N;3
26;45000;HIPOTECA;10;GastosMedicos;B;4325;;0;0.1;N;4
24;39000;HIPOTECA;1;Educacion;D;12000;14.11;1;0.31;N;2
24;67200;ALQUILER;4;Educacion;B;5000;;0;0.07;N;4
22;67500;ALQUILER;2;PagoDeudas;A;5000;7.74;0;0.07;N;4
26;67500;ALQUILER;1;GastosMedicos;B;5000;12.18;0;0.07;N;3
25;45000;HIPOTECA;0;Empresa;B;17000;11.89;0;0.38;N;2
23;67596;ALQUILER;2;Personal;B;5000;11.86;0;0.07;N;4
24;45000;HIPOTECA;0;Empresa;A;3600;;0;0.08;N;2
23;45000;HIPOTECA;3;Educacion;C;16750;12.53;0;0.37;Y;3
26;45000;HIPOTECA;0;GastosMedicos;C;7750;12.53;0;0.17;Y;4
22;68000;ALQUILER;7;Personal;B;5000;9.99;0;0.07;N;3
24;68648;ALQUILER;1;Empresa;B;5000;10.99;0;0.07;N;2
23;63900;ALQUILER;7;PagoDeudas;D;5000;15.99;1;0.08;N;2
24;69996;ALQUILER;7;PagoDeudas;B;5000;10.38;0;0.07;N;4
25;70000;ALQUILER;0;Educacion;B;5000;11.71;0;0.07;N;3
26;70000;ALQUILER;3;Personal;D;5000;;0;0.07;Y;3
23;54400;ALQUILER;2;GastosMedicos;D;5000;16.49;1;0.08;N;4
23;45000;PROPIO;4;Personal;D;6400;;0;0.14;Y;3
26;70000;ALQUILER;3;Educacion;E;5000;17.39;0;0.07;N;2
22;70500;ALQUILER;1;Empresa;B;5000;11.14;0;0.07;N;4
22;71000;ALQUILER;5;GastosMedicos;B;5000;;0;0.07;N;3
23;55488;ALQUILER;4;GastosMedicos;D;5000;15.21;1;0.08;N;2
22;71400;ALQUILER;3;Empresa;C;5000;12.99;0;0.07;Y;4
22;39000;HIPOTECA;1;Empresa;F;5000;18.21;1;0.13;Y;4
26;72000;ALQUILER;0;Empresa;A;5000;7.49;0;0.07;N;4
22;45000;HIPOTECA;1;Educacion;A;7375;9.32;0;0.16;N;4
22;72000;ALQUILER;1;GastosMedicos;B;5000;11.49;0;0.07;N;3
26;39000;HIPOTECA;4;PagoDeudas;D;5000;13.67;1;0.13;N;3
22;72000;ALQUILER;6;Personal;D;5000;;0;0.07;N;3
24;72000;ALQUILER;6;GastosMedicos;A;5000;;0;0.07;N;3
23;45000;HIPOTECA;1;Educacion;B;8000;10.51;0;0.18;N;4
25;56950;ALQUILER;9;GastosMedicos;C;5000;13.92;1;0.07;N;4
24;73000;ALQUILER;1;PagoDeudas;B;5000;9.01;0;0.07;N;2
24;73500;ALQUILER;3;MejorasCasa;C;5000;12.99;0;0.07;N;4
24;74000;ALQUILER;2;GastosMedicos;A;5000;;0;0.07;N;4
26;74500;ALQUILER;8;Empresa;B;5000;11.36;0;0.07;N;2
23;75000;ALQUILER;4;Empresa;B;5000;;0;0.07;N;3
24;45000;OTRO;8;GastosMedicos;A;7500;8.32;0;0.17;N;3
25;45000;HIPOTECA;7;Educacion;A;7500;8;0;0.17;N;3
23;69000;ALQUILER;4;Personal;A;5000;7.49;1;0.07;N;2
23;75000;ALQUILER;7;Educacion;A;5000;7.49;0;0.07;N;3
22;75000;ALQUILER;5;Empresa;B;5000;11.49;0;0.07;N;3
22;75000;ALQUILER;2;Empresa;B;5000;10.99;0;0.07;N;2
26;45000;PROPIO;2;GastosMedicos;C;7000;;0;0.16;N;3
22;39000;PROPIO;0;Educacion;F;25000;16.08;1;0.64;N;3
23;45000;PROPIO;0;Empresa;B;21000;9.76;0;0.47;N;3
22;75000;ALQUILER;2;PagoDeudas;A;5000;5.79;0;0.07;N;2
25;45000;PROPIO;1;MejorasCasa;C;9000;11.03;0;0.2;N;2
25;45000;HIPOTECA;0;Empresa;B;7500;10.39;0;0.17;N;3
24;75000;ALQUILER;8;Personal;C;5000;11.78;0;0.07;Y;2
25;45000;PROPIO;0;Educacion;C;6500;10.28;0;0.14;Y;2
25;76000;ALQUILER;1;PagoDeudas;A;5000;7.9;0;0.07;N;3
25;76000;ALQUILER;0;PagoDeudas;A;5000;8.9;0;0.07;N;2
25;76344;ALQUILER;2;MejorasCasa;A;5000;9.63;0;0.07;N;2
25;45149;HIPOTECA;;Educacion;A;9000;5.79;0;0.2;N;4
25;76500;ALQUILER;4;PagoDeudas;C;5000;12.53;0;0.07;N;3
25;78000;ALQUILER;3;PagoDeudas;A;5000;7.66;0;0.06;N;3
21;45192;HIPOTECA;0;Personal;B;11700;10.74;0;0.26;N;2
24;78300;ALQUILER;0;MejorasCasa;A;5000;7.74;0;0.06;N;3
26;39200;HIPOTECA;2;GastosMedicos;D;4000;15.05;1;0.1;N;3
23;80000;ALQUILER;5;Empresa;B;5000;12.42;0;0.06;N;4
23;45204;HIPOTECA;0;Educacion;B;4750;12.21;0;0.11;N;4
24;74000;ALQUILER;6;Educacion;C;5000;15.27;1;0.07;N;4
22;74000;ALQUILER;3;PagoDeudas;C;5000;13.49;1;0.07;Y;4
23;45288;HIPOTECA;7;PagoDeudas;B;20500;9.25;0;0.45;N;2
23;39292;HIPOTECA;3;Personal;A;3250;;1;0.08;N;4
23;80000;ALQUILER;6;Personal;A;5000;5.42;0;0.06;N;2
23;45300;HIPOTECA;3;Educacion;D;5550;15.37;0;0.12;Y;3
23;62900;ALQUILER;7;GastosMedicos;D;5000;14.84;1;0.07;N;4
23;39325;HIPOTECA;3;Educacion;C;2800;12.87;1;0.07;N;4
24;45336;HIPOTECA;8;GastosMedicos;A;10000;5.99;0;0.22;N;2
24;81000;ALQUILER;6;GastosMedicos;A;5000;5.42;0;0.06;N;3
23;45378;HIPOTECA;7;Personal;A;6000;5.79;0;0.13;N;2
21;45432;HIPOTECA;4;Educacion;B;5000;9.88;0;0.11;N;4
24;83100;ALQUILER;5;MejorasCasa;E;5000;16.35;0;0.06;N;3
22;84996;ALQUILER;6;Empresa;C;5000;12.23;0;0.06;Y;3
26;73000;ALQUILER;0;Educacion;D;5000;15.31;1;0.07;Y;2
23;45500;PROPIO;5;Educacion;C;14000;14.72;0;0.31;Y;2
26;39500;HIPOTECA;6;GastosMedicos;D;15250;15.05;1;0.39;N;4
23;85000;ALQUILER;2;Educacion;B;5000;11.58;0;0.06;N;4
21;45600;HIPOTECA;5;GastosMedicos;A;6000;6.03;0;0.13;N;4
23;45600;PROPIO;7;Educacion;A;14000;7.9;0;0.31;N;3
23;85272;ALQUILER;7;Empresa;B;5000;11.11;0;0.06;N;4
23;45600;HIPOTECA;3;Empresa;C;12000;14.65;0;0.26;Y;2
26;45600;HIPOTECA;9;Educacion;C;10000;15.27;0;0.22;Y;3
23;88000;ALQUILER;1;Empresa;B;5000;10.99;0;0.06;N;4
23;45600;HIPOTECA;;GastosMedicos;B;3000;11.49;0;0.07;N;4
23;45600;HIPOTECA;7;Empresa;C;10000;16.11;0;0.22;Y;4
25;45600;HIPOTECA;7;GastosMedicos;C;13000;12.99;0;0.29;N;4
25;76000;ALQUILER;2;PagoDeudas;E;5000;17.19;1;0.07;Y;3
26;90000;ALQUILER;4;Personal;D;5000;16.77;0;0.06;Y;3
23;78000;ALQUILER;0;MejorasCasa;A;5000;6.62;1;0.06;N;4
23;90000;ALQUILER;7;GastosMedicos;C;5000;15.96;0;0.06;Y;3
24;90000;ALQUILER;0;PagoDeudas;B;5000;10.59;0;0.06;N;2
24;90000;ALQUILER;5;Empresa;B;5000;9.99;0;0.06;N;3
24;45600;HIPOTECA;0;PagoDeudas;A;7200;6.91;0;0.16;N;4
25;45600;HIPOTECA;6;MejorasCasa;A;15000;5.79;0;0.33;N;2
21;39600;HIPOTECA;5;GastosMedicos;A;6400;6.91;1;0.16;N;2
22;90000;ALQUILER;4;Educacion;D;5000;14.96;0;0.06;Y;4
22;45600;HIPOTECA;5;Empresa;B;2000;10.36;0;0.04;N;2
23;45600;PROPIO;7;GastosMedicos;B;1000;9.62;0;0.02;N;4
25;80000;ALQUILER;8;PagoDeudas;D;5000;14.96;1;0.06;Y;4
20;94000;ALQUILER;4;Educacion;D;5000;16.02;0;0.05;N;3
22;45600;HIPOTECA;5;Empresa;B;9500;10.38;0;0.21;N;2
23;95004;ALQUILER;2;Educacion;A;5000;9.63;0;0.05;N;4
22;45600;PROPIO;6;GastosMedicos;C;1800;13.48;0;0.04;N;4
26;97500;ALQUILER;10;Empresa;E;5000;18.39;0;0.05;N;4
22;45600;HIPOTECA;3;Empresa;A;1600;7.88;0;0.04;N;2
23;86004;ALQUILER;0;Personal;D;5000;14.84;1;0.06;N;2
22;39600;HIPOTECA;6;PagoDeudas;C;4650;10.28;1;0.12;N;4
26;45608;PROPIO;8;MejorasCasa;A;11000;6.62;0;0.24;N;2
22;45673;HIPOTECA;6;Educacion;A;7000;7.88;0;0.15;N;4
22;45691;HIPOTECA;5;Empresa;A;7000;7.14;0;0.15;N;2
22;39696;HIPOTECA;;Educacion;B;14125;12.42;1;0.36;N;4
23;100000;ALQUILER;5;Educacion;A;5000;6.03;0;0.05;N;2
23;100000;ALQUILER;5;Personal;A;5000;8.49;0;0.05;N;3
24;100000;ALQUILER;1;PagoDeudas;A;5000;;0;0.05;N;3
23;45843;PROPIO;2;Empresa;B;11000;11.71;0;0.24;N;3
22;39868;HIPOTECA;2;PagoDeudas;D;2400;16.02;1;0.06;Y;4
22;102240;ALQUILER;6;Personal;E;5000;19.03;0;0.05;N;3
25;39896;HIPOTECA;0;GastosMedicos;A;9250;9.63;1;0.23;N;3
22;45900;HIPOTECA;1;PagoDeudas;A;6400;8.59;0;0.14;N;3
26;103992;ALQUILER;10;Empresa;A;5000;7.88;0;0.05;N;3
26;45900;HIPOTECA;10;Personal;C;11500;13.79;0;0.25;N;4
23;106000;ALQUILER;7;Educacion;A;5000;7.88;0;0.05;N;2
22;45975;HIPOTECA;6;GastosMedicos;B;10375;;0;0.23;N;4
25;106000;ALQUILER;4;Personal;B;5000;;0;0.05;N;4
23;45992;HIPOTECA;7;Empresa;A;10000;5.42;0;0.22;N;3
25;39996;HIPOTECA;9;PagoDeudas;D;1500;;1;0.04;Y;3
24;80155;ALQUILER;8;GastosMedicos;F;5000;;1;0.05;N;3
24;108000;ALQUILER;8;Educacion;B;5000;12.69;0;0.05;N;4
25;45996;PROPIO;0;MejorasCasa;A;3850;;0;0.08;N;2
21;45996;PROPIO;5;Empresa;A;10000;5.79;0;0.22;N;3
23;108000;ALQUILER;7;Educacion;A;5000;7.66;0;0.05;N;4
26;45996;PROPIO;5;MejorasCasa;A;9225;;0;0.2;N;2
24;45996;HIPOTECA;6;Educacion;C;8500;;0;0.18;N;3
25;110000;ALQUILER;2;Empresa;B;5000;9.99;0;0.05;N;4
22;111460;ALQUILER;3;PagoDeudas;B;5000;11.71;0;0.04;N;4
25;112000;ALQUILER;7;PagoDeudas;B;5000;10.25;0;0.04;N;3
25;45996;PROPIO;9;Personal;B;25000;12.18;0;0.54;N;3
24;115000;ALQUILER;1;MejorasCasa;A;5000;8.9;0;0.04;N;3
24;88400;ALQUILER;8;GastosMedicos;D;5000;;1;0.05;N;4
24;116300;ALQUILER;6;MejorasCasa;D;5000;14.96;0;0.04;Y;4
23;120000;ALQUILER;2;Educacion;A;5000;;0;0.04;N;4
23;45996;PROPIO;7;Educacion;C;10000;13.16;0;0.22;N;3
26;120000;ALQUILER;3;MejorasCasa;A;5000;7.68;0;0.04;N;2
25;120000;ALQUILER;6;Personal;C;5000;13.79;0;0.04;N;3
22;114000;ALQUILER;2;Empresa;D;5000;15.31;1;0.04;N;3
26;135000;ALQUILER;10;GastosMedicos;B;5000;11.36;0;0.04;N;4
24;137481;ALQUILER;8;Empresa;B;5000;10.99;0;0.04;N;3
24;46000;HIPOTECA;2;PagoDeudas;B;10075;12.42;0;0.22;N;2
23;46000;HIPOTECA;7;Personal;A;5000;6.62;0;0.11;N;3
23;150000;ALQUILER;3;Empresa;B;5000;10.65;0;0.03;N;2
24;150000;ALQUILER;8;Empresa;B;5000;;0;0.03;N;4
23;138000;ALQUILER;1;PagoDeudas;D;5000;14.91;1;0.04;N;4
24;117300;ALQUILER;4;GastosMedicos;C;5000;13.23;1;0.04;Y;3
25;159996;ALQUILER;4;Personal;D;5000;14.11;0;0.03;Y;4
26;46000;HIPOTECA;3;MejorasCasa;B;11000;12.69;0;0.24;N;2
25;21600;ALQUILER;0;GastosMedicos;B;5200;11.86;1;0.24;N;3
